,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
43,2.856199789047241,0.1985125631492443,0.0063342094421386715,0.0007855763977000306,0.1,4,10,200,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
44,2.9853686809539797,0.22665322099191362,0.006647491455078125,0.0006936341940981469,0.1,4,10,300,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_split': 10, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
45,1.6598421573638915,0.11524325656634787,0.005850744247436523,0.0006007285737397175,0.1,5,2,100,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
46,2.8478317260742188,0.19389260385890505,0.007023525238037109,0.0008939450164361468,0.1,5,2,200,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
47,3.0496189117431642,0.14687676287012216,0.007543706893920898,0.00189920040714385,0.1,5,2,300,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
48,1.675482177734375,0.07760891469746473,0.005651092529296875,8.82945602945478e-05,0.1,5,5,100,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
49,2.8715020656585692,0.13837789518654817,0.007814550399780273,0.0018423529618081024,0.1,5,5,200,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
50,2.973582077026367,0.18720509044906547,0.006483316421508789,0.0008663615734701573,0.1,5,5,300,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
51,1.7036516189575195,0.15158203844898954,0.006222152709960937,0.0006837265836070779,0.1,5,10,100,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
52,2.8405855655670167,0.1577032983219554,0.0060484886169433595,0.00017411683857072088,0.1,5,10,200,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
53,3.0637553215026854,0.20748555766796362,0.0072558879852294925,0.0009409276940002029,0.1,5,10,300,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
54,1.503168487548828,0.10712097219226956,0.00629892349243164,0.0006308277820344821,0.2,3,2,100,"{'learning_rate': 0.2, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
55,2.5113587856292723,0.6113555889700206,0.0060139656066894535,0.0011667441030120817,0.2,3,2,200,"{'learning_rate': 0.2, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
56,2.609733247756958,0.5931943806555886,0.006137275695800781,0.00042517156800950614,0.2,3,2,300,"{'learning_rate': 0.2, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
57,1.4454282760620116,0.08156381861807858,0.006251621246337891,0.0006079914873615549,0.2,3,5,100,"{'learning_rate': 0.2, 'max_depth': 3, 'min_samples_split': 5, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
58,2.4979879379272463,0.5861889882442403,0.0058346748352050785,0.0002380501093279549,0.2,3,5,200,"{'learning_rate': 0.2, 'max_depth': 3, 'min_samples_split': 5, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
59,2.7102420330047607,0.5758978272865681,0.007076787948608399,0.000975376618439435,0.2,3,5,300,"{'learning_rate': 0.2, 'max_depth': 3, 'min_samples_split': 5, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
60,1.4562840938568116,0.11247198080653183,0.006003189086914063,0.000961219106463112,0.2,3,10,100,"{'learning_rate': 0.2, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
61,2.6527132034301757,0.6440671930345047,0.008461999893188476,0.0034030599845754237,0.2,3,10,200,"{'learning_rate': 0.2, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
62,2.9060435771942137,0.6709386991542327,0.006658744812011719,0.0006826859192591265,0.2,3,10,300,"{'learning_rate': 0.2, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
63,1.5091176509857178,0.03792822010707103,0.005544137954711914,0.0007045351131238176,0.2,4,2,100,"{'learning_rate': 0.2, 'max_depth': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
64,1.521665620803833,0.08779875611550421,0.0056668281555175785,5.108717685122286e-05,0.2,4,2,200,"{'learning_rate': 0.2, 'max_depth': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
65,1.655360746383667,0.17081685297123755,0.006118583679199219,0.0005275228037924632,0.2,4,2,300,"{'learning_rate': 0.2, 'max_depth': 4, 'min_samples_split': 2, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
66,1.4783791065216065,0.18627486587185293,0.006192398071289062,0.0008312921064925372,0.2,4,5,100,"{'learning_rate': 0.2, 'max_depth': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
67,1.519192886352539,0.10848569188668612,0.005721473693847656,0.00021531141389825498,0.2,4,5,200,"{'learning_rate': 0.2, 'max_depth': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
68,1.6795539379119873,0.1571869010354273,0.006353569030761719,0.0005867444010759493,0.2,4,5,300,"{'learning_rate': 0.2, 'max_depth': 4, 'min_samples_split': 5, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
